state	type_with_type	type_with_flowers	flowers_with_type	flowers_with_flowers
460000	1	0.69616263154442	0.69616263154442	1
470000	1	0.507406371449023	0.507406371449023	1
480000	1	0.602798845542119	0.602798845542119	1
490000	1	0.521472213700086	0.521472213700086	1
5e+05	1	0.666537983013592	0.666537983013592	1
510000	1	0.626902752889455	0.626902752889455	1
520000	1	0.602103735189414	0.602103735189414	1
530000	1	0.576347347439914	0.576347347439914	1
540000	1	0.355798946790753	0.355798946790753	1
550000	1	0.38776906224899	0.38776906224899	1
560000	1	0.651885655906509	0.651885655906509	1
570000	1	0.565505025329214	0.565505025329214	1
580000	1	0.417111453727327	0.417111453727327	1
590000	1	0.506070487666984	0.506070487666984	1
6e+05	1	0.480466224174168	0.480466224174168	1
610000	1	0.307642696599469	0.307642696599469	1
620000	1	0.62578922345146	0.62578922345146	1
630000	1	0.456942023564512	0.456942023564512	1
640000	1	0.449234576357719	0.449234576357719	1
650000	1	0.673913303786996	0.673913303786996	1
660000	1	0.402715994402278	0.402715994402278	1
670000	1	0.432820705612082	0.432820705612082	1
680000	1	0.418492543587442	0.418492543587442	1
690000	1	0.497569724737669	0.497569724737669	1
7e+05	1	0.539032050382488	0.539032050382488	1
710000	1	0.205201343870488	0.205201343870488	1
720000	1	0.79612263575122	0.79612263575122	1
730000	1	0.641185042112555	0.641185042112555	1
740000	1	0.509422166695273	0.509422166695273	1
750000	1	0.623969199025026	0.623969199025026	1
